#data counter
179.140127 1
163.782051 2
169.687500 3
155.092593 4
156.040268 5
146.915584 6
150.468750 7
147.096774 8
151.388889 9
165.500000 10
197.483221 11
156.862745 12
155.156250 13
156.451613 14
160.787671 15
157.165605 16
133.333333 17
157.453416 18
145.352564 19
165.880503 20
156.456954 21
144.572368 22
145.352564 23
168.196203 24
181.743421 25
171.855346 26
164.827586 27
173.841060 28
169.155844 29
171.875000 30
