#data counter
30577.956989 1
22974.137931 2
23115.530303 3
19129.166667 4
11200.785024 5
13337.482219 6
7242.063492 7
26016.808712 8
18535.133566 9
28591.382576 10
21898.616734 11
27370.535714 12
17884.615385 13
24198.924731 14
25572.601010 15
26455.645161 16
24029.454023 17
37186.781609 18
19359.248992 19
23581.178161 20
13113.442390 21
19982.287449 22
13910.714286 23
26570.060484 24
27795.454545 25
26518.874644 26
25128.022760 27
14466.386555 28
36162.405303 29
29063.683712 30
