#data counter
174.865540 1
151.572220 2
152.037924 3
138.308231 4
105.833761 5
115.488018 6
85.100314 7
161.297268 8
136.143797 9
169.089865 10
147.981812 11
165.440430 12
133.733374 13
155.560036 14
159.914355 15
162.651914 16
155.014367 17
192.838745 18
139.137518 19
153.561643 20
114.513940 21
141.358719 22
117.943691 23
163.003253 24
166.719689 25
162.846169 26
158.518210 27
120.276293 28
190.164154 29
170.480743 30
