#data counter
154.048890 1
32.097037 2
158.395978 3
172.741841 4
228.445836 5
17.677670 6
197.270676 7
161.359635 8
150.320171 9
210.424553 10
37.626051 11
127.163102 12
181.584020 13
114.429425 14
138.631706 15
120.368752 16
30.374645 17
183.617204 18
121.757179 19
169.692235 20
168.583672 21
137.373679 22
186.335671 23
131.656118 24
202.072594 25
20.635508 26
137.850489 27
145.973899 28
181.319063 29
40.824829 30
