#data counter step time
50 1 467 11.0
75 2 468 11.0
75 3 470 11.0
75 4 481 11.0
50 5 485 11.0
75 6 513 12.0
500 7 548 13.0
100 8 560 13.0
100 9 561 13.0
50 10 562 13.0
500 11 569 13.0
500 12 587 14.0
100 13 603 14.0
100 14 606 14.0
50 15 611 14.0
100 16 612 14.0
100 17 652 15.0
150 18 653 15.0
500 19 654 15.0
100 20 660 15.0
150 21 661 15.0
75 22 675 16.0
150 23 677 16.0
100 24 698 16.0
100 25 712 16.0
100 26 722 17.0
500 27 744 17.0
500 28 748 17.0
150 29 757 17.0
75 30 793 18.0
50 31 796 18.0
100 32 799 18.0
75 33 817 19.0
100 34 900 20.0
500 35 922 21.0
150 36 1018 23.0
