#data counter step time
150 1 1684 74.0
100 2 1864 84.0
75 3 1957 91.0
50 4 1964 91.0
50 5 1980 93.0
50 6 2022 96.0
100 7 2070 100.0
100 8 2086 101.0
500 9 2104 102.0
100 10 2118 103.0
500 11 2203 107.0
100 12 2210 108.0
100 13 2217 108.0
100 14 2236 109.0
150 15 2261 111.0
50 16 2307 114.0
100 17 2324 116.0
150 18 2337 117.0
100 19 2357 118.0
100 20 2363 118.0
100 21 2396 121.0
500 22 2431 125.0
50 23 2432 125.0
150 24 2462 127.0
50 25 2470 127.0
75 26 2477 127.0
500 27 2488 128.0
50 28 2528 131.0
100 29 2568 135.0
75 30 2571 135.0
150 31 2585 136.0
100 32 2620 140.0
500 33 2621 140.0
100 34 2627 140.0
75 35 2647 142.0
75 36 2661 142.0
50 37 2672 144.0
100 38 2682 145.0
50 39 2687 145.0
100 40 2707 147.0
75 41 2731 149.0
50 42 2771 154.0
100 43 2778 155.0
100 44 2802 156.0
75 45 2815 157.0
500 46 2818 158.0
50 47 2827 158.0
50 48 2836 159.0
500 49 2844 159.0
50 50 2847 160.0
50 51 2853 160.0
100 52 2866 161.0
500 53 2873 162.0
100 54 2874 162.0
100 55 2900 165.0
500 56 2905 165.0
50 57 2916 167.0
50 58 2937 170.0
100 59 2939 170.0
75 60 2941 170.0
100 61 2954 171.0
500 62 2955 171.0
150 63 2956 171.0
75 64 2967 172.0
150 65 2969 172.0
500 66 2977 172.0
100 67 2987 173.0
100 68 2996 173.0
150 69 3001 174.0
500 70 3016 175.0
500 71 3044 178.0
75 72 3047 179.0
75 73 3048 179.0
50 74 3050 179.0
150 75 3059 180.0
500 76 3060 180.0
150 77 3069 181.0
100 78 3077 181.0
100 79 3093 183.0
100 80 3136 187.0
75 81 3164 189.0
100 82 3177 190.0
500 83 3203 192.0
75 84 3217 193.0
150 85 3218 193.0
100 86 3221 193.0
75 87 3241 194.0
100 88 3276 196.0
100 89 3292 198.0
100 90 3306 199.0
150 91 3321 200.0
150 92 3339 200.0
75 93 3341 201.0
500 94 3349 201.0
100 95 3401 205.0
50 96 3423 206.0
50 97 3429 206.0
500 98 3438 208.0
500 99 3447 209.0
50 100 3456 210.0
500 101 3461 211.0
75 102 3464 211.0
100 103 3469 212.0
500 104 3471 212.0
500 105 3483 215.0
500 106 3484 215.0
100 107 3488 216.0
75 108 3498 218.0
500 109 3514 222.0
50 110 3520 223.0
150 111 3523 224.0
50 112 3541 228.0
100 113 3542 228.0
100 114 3543 228.0
500 115 3557 231.0
150 116 3559 232.0
100 117 3572 235.0
75 118 3576 236.0
150 119 3580 237.0
75 120 3589 238.0
50 121 3599 239.0
100 122 3600 239.0
100 123 3605 240.0
100 124 3611 241.0
75 125 3616 241.0
75 126 3621 243.0
100 127 3628 245.0
50 128 3637 246.0
150 129 3646 248.0
150 130 3650 250.0
75 131 3658 252.0
150 132 3665 255.0
75 133 3667 255.0
50 134 3671 258.0
50 135 3672 258.0
500 136 3680 261.0
100 137 3686 266.0
100 138 3697 269.0
500 139 3700 270.0
75 140 3704 271.0
100 141 3717 273.0
100 142 3727 277.0
500 143 3736 283.0
75 144 3739 284.0
100 145 3749 292.0
100 146 3750 293.0
75 147 3754 295.0
150 148 3758 300.0
150 149 3767 305.0
100 150 3770 307.0
50 151 3773 310.0
50 152 3780 320.0
500 153 3790 326.0
100 154 3803 352.0
150 155 3808 357.0
100 156 3813 360.0
500 157 3825 375.0
500 158 3829 397.0
150 159 3832 412.0
500 160 3837 481.0
