#data counter step time
500 1 3401 219.0
500 2 3534 243.0
100 3 3628 271.0
50 4 3629 271.0
75 5 3640 274.0
75 6 3641 274.0
75 7 3642 274.0
500 8 3643 274.0
500 9 3644 274.0
150 10 3645 274.0
100 11 3646 274.0
500 12 3647 274.0
500 13 3663 280.0
500 14 3664 280.0
50 15 3665 280.0
100 16 3666 280.0
100 17 3667 280.0
