#data counter step time
100 1 1743 76.0
150 2 1785 79.0
75 3 1845 82.0
75 4 1917 87.0
500 5 1954 90.0
500 6 1992 92.0
150 7 2003 93.0
50 8 2044 96.0
100 9 2052 97.0
100 10 2075 99.0
500 11 2099 101.0
150 12 2117 103.0
100 13 2145 105.0
75 14 2190 109.0
100 15 2208 110.0
100 16 2211 111.0
75 17 2221 112.0
75 18 2239 113.0
50 19 2243 113.0
500 20 2256 114.0
100 21 2296 117.0
500 22 2315 118.0
75 23 2318 119.0
100 24 2356 122.0
100 25 2357 122.0
100 26 2359 122.0
100 27 2363 122.0
100 28 2364 122.0
100 29 2370 122.0
500 30 2374 122.0
100 31 2440 127.0
50 32 2449 128.0
50 33 2454 128.0
100 34 2494 132.0
100 35 2500 132.0
100 36 2501 132.0
500 37 2516 134.0
50 38 2526 134.0
100 39 2539 136.0
500 40 2549 136.0
100 41 2594 139.0
150 42 2609 140.0
50 43 2619 141.0
100 44 2638 144.0
75 45 2640 144.0
100 46 2642 144.0
50 47 2643 144.0
75 48 2654 145.0
75 49 2664 146.0
100 50 2684 148.0
100 51 2685 148.0
50 52 2707 150.0
100 53 2721 151.0
50 54 2733 153.0
50 55 2736 153.0
100 56 2750 154.0
100 57 2755 155.0
500 58 2758 155.0
50 59 2778 158.0
500 60 2783 159.0
100 61 2805 162.0
100 62 2808 162.0
50 63 2812 163.0
50 64 2822 165.0
100 65 2824 165.0
50 66 2826 165.0
150 67 2830 165.0
50 68 2839 166.0
50 69 2860 168.0
100 70 2885 171.0
150 71 2902 172.0
500 72 2905 173.0
50 73 2913 174.0
100 74 2923 175.0
150 75 2936 176.0
50 76 2939 176.0
150 77 2943 177.0
75 78 2948 178.0
100 79 2962 179.0
75 80 2967 180.0
50 81 2968 180.0
50 82 2994 182.0
100 83 3007 183.0
100 84 3028 184.0
150 85 3055 186.0
100 86 3069 188.0
100 87 3070 188.0
100 88 3075 188.0
150 89 3117 191.0
500 90 3120 191.0
500 91 3161 194.0
75 92 3165 194.0
100 93 3166 194.0
50 94 3175 195.0
150 95 3186 195.0
150 96 3196 195.0
150 97 3207 197.0
75 98 3209 197.0
50 99 3240 199.0
100 100 3249 200.0
500 101 3260 200.0
150 102 3265 201.0
150 103 3271 201.0
50 104 3320 204.0
75 105 3330 205.0
75 106 3339 205.0
150 107 3351 207.0
50 108 3356 207.0
100 109 3361 208.0
500 110 3364 208.0
50 111 3369 208.0
50 112 3371 209.0
500 113 3376 210.0
500 114 3377 210.0
75 115 3387 211.0
500 116 3401 214.0
100 117 3403 215.0
150 118 3405 215.0
50 119 3410 215.0
75 120 3415 217.0
75 121 3418 217.0
75 122 3427 218.0
100 123 3433 219.0
150 124 3439 220.0
500 125 3442 220.0
100 126 3449 222.0
75 127 3455 223.0
150 128 3459 224.0
100 129 3470 226.0
150 130 3486 231.0
500 131 3491 232.0
75 132 3500 237.0
150 133 3504 240.0
500 134 3507 241.0
500 135 3509 242.0
50 136 3511 242.0
100 137 3515 243.0
75 138 3518 244.0
100 139 3527 247.0
100 140 3530 248.0
75 141 3551 256.0
100 142 3566 261.0
50 143 3570 265.0
75 144 3572 266.0
100 145 3575 267.0
500 146 3591 275.0
150 147 3595 280.0
500 148 3601 281.0
75 149 3614 286.0
75 150 3630 298.0
50 151 3665 324.0
75 152 3695 354.0
500 153 3701 363.0
50 154 3704 366.0
500 155 3706 366.0
100 156 3718 379.0
150 157 3745 425.0
50 158 3748 432.0
50 159 3757 449.0
75 160 3766 505.0
150 161 3769 518.0
