#data counter step time
50 1 1668 72.0
100 2 1763 78.0
75 3 1847 83.0
500 4 1849 83.0
100 5 2038 95.0
100 6 2056 96.0
75 7 2058 96.0
150 8 2061 97.0
100 9 2102 99.0
50 10 2107 100.0
100 11 2108 100.0
75 12 2118 101.0
100 13 2132 102.0
100 14 2149 103.0
100 15 2158 104.0
100 16 2188 108.0
500 17 2200 109.0
100 18 2201 109.0
100 19 2217 110.0
75 20 2237 112.0
100 21 2266 114.0
75 22 2270 114.0
100 23 2288 115.0
50 24 2319 117.0
500 25 2354 119.0
75 26 2437 125.0
150 27 2440 125.0
100 28 2448 126.0
100 29 2449 126.0
150 30 2453 126.0
150 31 2468 127.0
75 32 2470 127.0
100 33 2549 132.0
100 34 2565 133.0
500 35 2577 135.0
75 36 2579 135.0
75 37 2585 136.0
100 38 2586 136.0
75 39 2593 136.0
100 40 2598 137.0
500 41 2606 137.0
500 42 2643 140.0
500 43 2660 141.0
100 44 2663 142.0
50 45 2673 142.0
100 46 2682 143.0
100 47 2700 145.0
50 48 2704 145.0
150 49 2719 146.0
50 50 2720 146.0
100 51 2738 148.0
100 52 2750 149.0
50 53 2753 149.0
100 54 2800 154.0
75 55 2809 155.0
100 56 2811 155.0
100 57 2821 156.0
50 58 2885 162.0
75 59 2910 165.0
100 60 2911 165.0
50 61 2914 166.0
75 62 2922 167.0
75 63 2923 167.0
100 64 2932 167.0
150 65 2940 169.0
100 66 2944 169.0
100 67 2960 170.0
150 68 2961 170.0
75 69 2968 171.0
150 70 2984 172.0
100 71 2987 172.0
100 72 2997 173.0
50 73 2998 173.0
150 74 3011 174.0
50 75 3030 175.0
100 76 3037 176.0
100 77 3038 176.0
75 78 3048 177.0
50 79 3049 177.0
100 80 3058 178.0
500 81 3076 180.0
500 82 3081 180.0
500 83 3087 180.0
150 84 3092 181.0
150 85 3111 183.0
50 86 3143 186.0
75 87 3165 188.0
100 88 3175 189.0
75 89 3183 189.0
500 90 3188 189.0
100 91 3199 190.0
75 92 3262 194.0
50 93 3280 195.0
75 94 3286 195.0
100 95 3294 196.0
150 96 3311 197.0
100 97 3322 198.0
100 98 3326 198.0
50 99 3347 200.0
75 100 3358 200.0
100 101 3370 201.0
150 102 3380 202.0
50 103 3398 203.0
150 104 3409 204.0
150 105 3420 204.0
100 106 3426 205.0
100 107 3457 207.0
100 108 3458 207.0
500 109 3464 208.0
75 110 3465 208.0
50 111 3474 211.0
150 112 3475 211.0
150 113 3487 212.0
100 114 3490 213.0
50 115 3515 218.0
75 116 3518 219.0
100 117 3521 219.0
150 118 3527 221.0
500 119 3545 223.0
100 120 3558 226.0
150 121 3559 226.0
50 122 3563 226.0
500 123 3566 227.0
500 124 3571 228.0
500 125 3577 229.0
500 126 3589 234.0
75 127 3600 236.0
75 128 3608 238.0
500 129 3617 241.0
75 130 3618 241.0
50 131 3622 242.0
500 132 3623 242.0
100 133 3633 246.0
100 134 3635 248.0
75 135 3639 249.0
100 136 3640 249.0
500 137 3644 250.0
150 138 3660 258.0
50 139 3707 277.0
150 140 3708 277.0
100 141 3711 277.0
75 142 3719 279.0
100 143 3727 281.0
100 144 3736 283.0
50 145 3754 292.0
500 146 3780 305.0
500 147 3784 307.0
75 148 3793 311.0
150 149 3808 316.0
50 150 3816 322.0
500 151 3828 332.0
150 152 3832 334.0
150 153 3834 341.0
100 154 3835 341.0
100 155 3844 350.0
50 156 3849 354.0
100 157 3870 396.0
50 158 3880 420.0
500 159 3900 441.0
100 160 3904 449.0
