#data counter step time
100 1 1636 74.0
500 2 1854 87.0
100 3 1903 90.0
150 4 1992 97.0
500 5 2024 99.0
75 6 2087 102.0
150 7 2093 103.0
500 8 2104 104.0
100 9 2230 111.0
100 10 2262 114.0
50 11 2263 114.0
500 12 2331 119.0
75 13 2334 119.0
75 14 2354 120.0
150 15 2414 125.0
150 16 2424 126.0
75 17 2436 127.0
500 18 2504 132.0
75 19 2507 132.0
500 20 2518 133.0
150 21 2528 134.0
75 22 2530 134.0
100 23 2534 134.0
150 24 2542 135.0
50 25 2547 135.0
75 26 2593 138.0
100 27 2597 138.0
50 28 2598 138.0
100 29 2606 138.0
100 30 2623 139.0
100 31 2626 139.0
100 32 2668 141.0
100 33 2673 142.0
100 34 2687 142.0
100 35 2699 143.0
100 36 2700 143.0
100 37 2721 145.0
100 38 2763 148.0
75 39 2770 148.0
75 40 2773 148.0
500 41 2811 151.0
150 42 2819 152.0
150 43 2827 153.0
100 44 2829 153.0
500 45 2837 154.0
150 46 2839 154.0
500 47 2847 155.0
150 48 2851 155.0
75 49 2854 155.0
100 50 2859 155.0
500 51 2871 157.0
50 52 2872 157.0
500 53 2888 158.0
75 54 2898 159.0
100 55 2911 160.0
100 56 2916 160.0
100 57 2928 161.0
100 58 2933 161.0
100 59 2944 162.0
500 60 2950 163.0
75 61 2955 163.0
100 62 2976 165.0
50 63 2988 166.0
75 64 2990 166.0
100 65 3002 167.0
100 66 3004 167.0
150 67 3015 168.0
100 68 3016 168.0
500 69 3030 168.0
100 70 3045 171.0
100 71 3047 171.0
100 72 3050 173.0
100 73 3053 173.0
50 74 3060 174.0
100 75 3063 174.0
100 76 3066 175.0
75 77 3070 175.0
75 78 3077 175.0
500 79 3079 176.0
500 80 3105 180.0
150 81 3128 183.0
100 82 3142 185.0
100 83 3165 187.0
100 84 3173 187.0
150 85 3175 187.0
75 86 3179 188.0
100 87 3194 189.0
100 88 3197 189.0
100 89 3232 191.0
150 90 3273 194.0
75 91 3278 194.0
100 92 3287 195.0
75 93 3294 195.0
150 94 3298 195.0
50 95 3299 195.0
100 96 3307 196.0
100 97 3311 196.0
500 98 3335 197.0
100 99 3342 198.0
100 100 3350 198.0
100 101 3352 198.0
500 102 3375 200.0
150 103 3380 200.0
150 104 3401 201.0
75 105 3405 202.0
100 106 3460 205.0
50 107 3483 206.0
75 108 3510 208.0
75 109 3527 211.0
100 110 3530 212.0
500 111 3536 213.0
100 112 3537 214.0
150 113 3542 215.0
100 114 3554 217.0
500 115 3588 222.0
75 116 3593 223.0
75 117 3603 225.0
500 118 3604 226.0
75 119 3610 228.0
100 120 3616 229.0
100 121 3618 229.0
150 122 3620 230.0
150 123 3622 230.0
100 124 3626 231.0
50 125 3631 231.0
100 126 3634 232.0
50 127 3643 233.0
50 128 3658 236.0
500 129 3665 238.0
100 130 3677 242.0
75 131 3678 242.0
100 132 3681 243.0
100 133 3686 243.0
50 134 3702 250.0
150 135 3703 251.0
500 136 3705 251.0
50 137 3715 254.0
100 138 3721 257.0
50 139 3726 258.0
75 140 3732 262.0
75 141 3736 265.0
150 142 3745 269.0
100 143 3750 271.0
150 144 3752 273.0
50 145 3759 275.0
50 146 3770 279.0
50 147 3780 284.0
150 148 3783 286.0
100 149 3794 290.0
100 150 3801 299.0
150 151 3819 309.0
75 152 3843 319.0
150 153 3845 324.0
75 154 3856 335.0
150 155 3863 349.0
100 156 3864 349.0
50 157 3872 357.0
500 158 3878 370.0
150 159 3882 384.0
75 160 3885 388.0
100 161 3887 397.0
75 162 3893 463.0
