#data counter step time
150 1 1597 70.0
75 2 1707 78.0
75 3 1726 79.0
75 4 1811 84.0
100 5 1965 93.0
150 6 2015 97.0
50 7 2049 100.0
50 8 2072 101.0
75 9 2077 102.0
150 10 2083 102.0
75 11 2097 103.0
500 12 2145 106.0
75 13 2163 108.0
150 14 2190 110.0
100 15 2201 111.0
75 16 2263 116.0
100 17 2267 116.0
150 18 2286 118.0
100 19 2362 123.0
500 20 2367 123.0
500 21 2385 125.0
100 22 2386 125.0
150 23 2403 127.0
500 24 2408 127.0
50 25 2411 127.0
50 26 2432 129.0
150 27 2441 129.0
100 28 2473 131.0
100 29 2497 133.0
100 30 2513 135.0
150 31 2518 135.0
100 32 2529 137.0
150 33 2539 137.0
150 34 2558 139.0
100 35 2563 139.0
100 36 2590 141.0
75 37 2604 142.0
100 38 2621 143.0
50 39 2626 144.0
50 40 2635 145.0
500 41 2637 145.0
100 42 2647 146.0
100 43 2661 147.0
100 44 2662 147.0
500 45 2669 148.0
150 46 2673 148.0
100 47 2703 150.0
100 48 2706 150.0
75 49 2720 152.0
500 50 2729 152.0
100 51 2746 153.0
50 52 2776 155.0
150 53 2787 156.0
500 54 2808 158.0
100 55 2822 159.0
75 56 2825 160.0
75 57 2833 160.0
75 58 2838 161.0
100 59 2845 162.0
500 60 2851 162.0
100 61 2856 162.0
500 62 2867 164.0
150 63 2890 166.0
100 64 2891 166.0
75 65 2894 166.0
150 66 2901 168.0
100 67 2904 168.0
100 68 2908 168.0
100 69 2928 170.0
500 70 2937 171.0
50 71 2941 171.0
500 72 2951 172.0
100 73 2959 172.0
50 74 2966 173.0
75 75 2971 173.0
75 76 2993 175.0
50 77 3004 178.0
500 78 3006 178.0
50 79 3009 180.0
50 80 3010 180.0
500 81 3028 181.0
75 82 3044 183.0
150 83 3046 183.0
150 84 3097 188.0
500 85 3112 189.0
50 86 3113 189.0
50 87 3121 190.0
100 88 3155 192.0
100 89 3178 193.0
100 90 3184 194.0
75 91 3207 195.0
150 92 3215 196.0
500 93 3217 196.0
100 94 3248 198.0
100 95 3255 198.0
150 96 3272 199.0
100 97 3278 199.0
50 98 3307 201.0
500 99 3320 202.0
100 100 3327 202.0
100 101 3337 203.0
150 102 3374 205.0
100 103 3388 206.0
75 104 3397 207.0
100 105 3413 209.0
500 106 3416 210.0
100 107 3432 211.0
150 108 3435 211.0
100 109 3437 211.0
500 110 3440 212.0
50 111 3451 214.0
100 112 3455 215.0
75 113 3456 215.0
500 114 3476 220.0
150 115 3482 222.0
100 116 3485 224.0
150 117 3488 225.0
75 118 3490 226.0
150 119 3494 226.0
50 120 3495 226.0
500 121 3501 227.0
150 122 3502 227.0
500 123 3514 230.0
150 124 3527 232.0
75 125 3543 242.0
150 126 3546 242.0
150 127 3557 248.0
100 128 3559 249.0
100 129 3562 249.0
150 130 3575 253.0
75 131 3576 253.0
50 132 3578 253.0
50 133 3586 255.0
100 134 3587 255.0
100 135 3600 258.0
75 136 3610 260.0
75 137 3616 262.0
100 138 3619 263.0
100 139 3627 266.0
50 140 3635 269.0
50 141 3647 276.0
50 142 3653 278.0
75 143 3665 282.0
150 144 3682 288.0
150 145 3688 297.0
100 146 3699 301.0
75 147 3701 303.0
75 148 3707 310.0
75 149 3710 315.0
100 150 3714 320.0
100 151 3727 324.0
50 152 3750 360.0
500 153 3753 375.0
50 154 3767 411.0
50 155 3776 504.0
