#data counter step time
100 1 467 11.0
500 2 470 11.0
50 3 477 11.0
50 4 486 11.0
150 5 520 12.0
100 6 526 12.0
500 7 527 12.0
100 8 549 13.0
100 9 563 13.0
100 10 571 13.0
500 11 572 13.0
150 12 594 14.0
75 13 599 14.0
100 14 602 14.0
150 15 605 14.0
150 16 613 14.0
50 17 615 14.0
100 18 653 15.0
500 19 657 15.0
50 20 658 15.0
100 21 663 15.0
75 22 668 15.0
100 23 671 15.0
100 24 720 16.0
500 25 738 17.0
100 26 770 17.0
500 27 807 18.0
100 28 832 19.0
75 29 856 19.0
50 30 886 20.0
100 31 893 20.0
150 32 929 21.0
50 33 970 22.0
