#data counter step time
100 1 1497 66.0
50 2 1536 68.0
50 3 1615 75.0
100 4 1677 79.0
500 5 1724 81.0
500 6 1858 90.0
150 7 1865 91.0
150 8 1937 97.0
50 9 1952 98.0
100 10 2028 104.0
150 11 2040 105.0
100 12 2048 105.0
75 13 2122 109.0
100 14 2203 117.0
100 15 2275 125.0
75 16 2294 126.0
50 17 2312 127.0
100 18 2328 128.0
75 19 2353 129.0
50 20 2365 130.0
150 21 2381 132.0
500 22 2394 133.0
100 23 2408 134.0
75 24 2442 136.0
150 25 2452 137.0
100 26 2453 137.0
75 27 2454 137.0
150 28 2460 137.0
500 29 2472 138.0
100 30 2502 140.0
500 31 2503 140.0
50 32 2511 141.0
75 33 2529 142.0
75 34 2548 143.0
500 35 2549 143.0
100 36 2570 144.0
150 37 2572 144.0
100 38 2592 145.0
50 39 2631 151.0
50 40 2639 151.0
50 41 2642 151.0
50 42 2647 152.0
500 43 2649 152.0
500 44 2653 152.0
75 45 2660 153.0
500 46 2661 153.0
100 47 2669 153.0
75 48 2673 154.0
500 49 2691 156.0
100 50 2692 156.0
500 51 2697 156.0
500 52 2712 158.0
50 53 2717 158.0
500 54 2732 159.0
100 55 2735 159.0
100 56 2738 159.0
100 57 2744 160.0
100 58 2749 160.0
500 59 2753 160.0
100 60 2763 161.0
50 61 2777 162.0
50 62 2778 162.0
150 63 2780 162.0
75 64 2782 162.0
150 65 2792 162.0
50 66 2799 163.0
75 67 2806 164.0
150 68 2834 166.0
500 69 2840 166.0
75 70 2847 167.0
75 71 2850 167.0
100 72 2858 168.0
75 73 2870 171.0
100 74 2885 174.0
150 75 2889 174.0
75 76 2891 174.0
150 77 2894 174.0
100 78 2901 175.0
100 79 2907 176.0
100 80 2911 176.0
100 81 2919 177.0
50 82 2932 180.0
150 83 2933 180.0
150 84 2938 181.0
100 85 2942 182.0
100 86 2948 182.0
100 87 2974 185.0
50 88 2976 185.0
100 89 2986 186.0
75 90 2998 187.0
50 91 3014 188.0
150 92 3032 189.0
150 93 3037 190.0
100 94 3038 190.0
500 95 3052 191.0
75 96 3084 193.0
75 97 3085 193.0
75 98 3089 193.0
100 99 3107 194.0
75 100 3123 195.0
500 101 3156 197.0
100 102 3164 197.0
100 103 3208 200.0
100 104 3260 204.0
100 105 3280 205.0
75 106 3304 206.0
100 107 3324 210.0
50 108 3327 210.0
75 109 3332 210.0
500 110 3337 211.0
75 111 3340 211.0
100 112 3346 211.0
500 113 3370 214.0
100 114 3381 216.0
500 115 3385 217.0
500 116 3388 219.0
150 117 3391 220.0
75 118 3395 223.0
50 119 3405 227.0
100 120 3406 227.0
100 121 3412 228.0
500 122 3424 231.0
150 123 3430 233.0
50 124 3450 238.0
100 125 3452 238.0
50 126 3454 240.0
75 127 3455 240.0
75 128 3462 241.0
150 129 3464 241.0
150 130 3466 241.0
75 131 3469 242.0
50 132 3497 250.0
500 133 3499 250.0
100 134 3507 252.0
75 135 3514 254.0
100 136 3516 255.0
500 137 3522 260.0
100 138 3543 265.0
100 139 3554 268.0
75 140 3555 268.0
50 141 3559 269.0
100 142 3565 273.0
100 143 3571 279.0
100 144 3588 285.0
500 145 3589 285.0
500 146 3595 290.0
75 147 3596 290.0
100 148 3610 301.0
500 149 3611 301.0
50 150 3628 321.0
50 151 3639 327.0
50 152 3646 336.0
500 153 3650 343.0
100 154 3651 344.0
75 155 3663 352.0
150 156 3665 356.0
500 157 3668 373.0
50 158 3672 377.0
50 159 3696 494.0
