#data counter step time
50 1 1876 90.0
100 2 1893 91.0
75 3 2019 99.0
150 4 2024 99.0
500 5 2058 102.0
150 6 2096 104.0
100 7 2154 109.0
75 8 2174 110.0
150 9 2185 111.0
500 10 2189 111.0
100 11 2212 112.0
75 12 2236 113.0
150 13 2250 114.0
75 14 2270 115.0
75 15 2302 117.0
100 16 2330 120.0
50 17 2345 121.0
75 18 2347 121.0
500 19 2354 122.0
75 20 2392 124.0
50 21 2394 124.0
150 22 2396 124.0
100 23 2442 127.0
100 24 2451 127.0
100 25 2484 130.0
100 26 2492 131.0
75 27 2498 132.0
75 28 2500 132.0
500 29 2502 132.0
500 30 2515 133.0
100 31 2517 133.0
100 32 2529 135.0
75 33 2539 136.0
500 34 2600 142.0
100 35 2605 142.0
150 36 2621 144.0
50 37 2625 145.0
100 38 2626 145.0
100 39 2635 146.0
100 40 2649 147.0
150 41 2664 147.0
150 42 2667 148.0
100 43 2681 149.0
75 44 2684 149.0
100 45 2696 150.0
150 46 2726 153.0
150 47 2740 156.0
100 48 2743 156.0
50 49 2744 156.0
75 50 2746 156.0
100 51 2754 157.0
75 52 2757 157.0
75 53 2759 158.0
100 54 2783 160.0
100 55 2787 160.0
100 56 2798 160.0
50 57 2805 161.0
150 58 2816 162.0
500 59 2824 162.0
50 60 2825 162.0
75 61 2847 164.0
75 62 2870 168.0
100 63 2884 169.0
100 64 2898 170.0
50 65 2908 171.0
100 66 2917 172.0
75 67 2920 172.0
100 68 2935 174.0
100 69 2938 175.0
75 70 2951 177.0
500 71 2955 177.0
100 72 2959 178.0
100 73 2966 179.0
100 74 2972 180.0
75 75 2977 180.0
150 76 2989 181.0
100 77 2991 181.0
100 78 2997 181.0
150 79 3021 183.0
500 80 3029 183.0
500 81 3063 186.0
50 82 3069 187.0
100 83 3078 188.0
100 84 3089 188.0
75 85 3099 189.0
100 86 3136 191.0
50 87 3140 191.0
150 88 3164 193.0
500 89 3167 193.0
100 90 3186 194.0
100 91 3190 194.0
150 92 3208 195.0
75 93 3221 196.0
75 94 3236 197.0
50 95 3251 198.0
150 96 3268 199.0
100 97 3298 202.0
100 98 3324 204.0
75 99 3326 204.0
500 100 3367 208.0
75 101 3375 211.0
100 102 3379 211.0
50 103 3381 212.0
75 104 3393 213.0
500 105 3396 213.0
75 106 3417 217.0
50 107 3418 217.0
150 108 3429 218.0
100 109 3432 218.0
150 110 3444 220.0
100 111 3450 221.0
150 112 3466 225.0
150 113 3471 226.0
75 114 3481 230.0
150 115 3485 231.0
150 116 3490 232.0
100 117 3499 233.0
50 118 3501 234.0
50 119 3502 234.0
500 120 3511 235.0
75 121 3530 239.0
100 122 3532 239.0
100 123 3536 241.0
75 124 3557 250.0
75 125 3562 254.0
100 126 3568 255.0
75 127 3580 257.0
150 128 3581 258.0
150 129 3592 261.0
100 130 3595 262.0
100 131 3609 265.0
100 132 3613 265.0
500 133 3617 266.0
150 134 3640 277.0
500 135 3653 286.0
75 136 3656 286.0
100 137 3664 290.0
75 138 3674 294.0
100 139 3683 301.0
100 140 3689 302.0
75 141 3695 310.0
100 142 3696 310.0
75 143 3699 311.0
100 144 3701 311.0
150 145 3711 316.0
500 146 3713 317.0
150 147 3717 321.0
500 148 3723 322.0
100 149 3727 324.0
50 150 3741 336.0
50 151 3744 337.0
50 152 3753 358.0
50 153 3759 362.0
500 154 3761 362.0
50 155 3768 401.0
100 156 3781 568.0
