#data counter step time
100 1 1622 72.0
100 2 1646 74.0
50 3 1691 77.0
100 4 1888 91.0
100 5 2045 103.0
50 6 2050 103.0
150 7 2098 106.0
50 8 2177 112.0
75 9 2184 112.0
500 10 2190 113.0
150 11 2193 113.0
100 12 2196 113.0
500 13 2281 118.0
500 14 2298 119.0
150 15 2324 121.0
100 16 2340 123.0
100 17 2341 123.0
100 18 2349 124.0
500 19 2360 125.0
500 20 2368 126.0
100 21 2378 126.0
100 22 2386 127.0
50 23 2387 127.0
100 24 2391 127.0
150 25 2399 127.0
100 26 2411 128.0
150 27 2425 129.0
500 28 2427 129.0
150 29 2442 130.0
75 30 2456 131.0
75 31 2458 131.0
150 32 2478 134.0
150 33 2495 135.0
500 34 2500 136.0
500 35 2513 137.0
150 36 2519 137.0
75 37 2523 138.0
75 38 2543 140.0
150 39 2561 142.0
150 40 2565 142.0
50 41 2573 144.0
500 42 2592 147.0
100 43 2610 149.0
100 44 2621 150.0
500 45 2623 150.0
100 46 2637 151.0
75 47 2657 152.0
500 48 2658 152.0
150 49 2701 157.0
100 50 2718 159.0
100 51 2723 160.0
50 52 2725 160.0
50 53 2727 160.0
100 54 2734 160.0
150 55 2746 161.0
100 56 2764 163.0
50 57 2776 164.0
100 58 2784 165.0
150 59 2787 165.0
75 60 2789 165.0
500 61 2803 166.0
100 62 2819 168.0
75 63 2824 168.0
500 64 2825 168.0
75 65 2833 168.0
500 66 2851 170.0
75 67 2857 171.0
500 68 2860 171.0
150 69 2862 172.0
150 70 2870 173.0
100 71 2874 174.0
75 72 2876 174.0
500 73 2910 177.0
100 74 2920 179.0
500 75 2922 179.0
150 76 2931 181.0
100 77 2935 181.0
150 78 2942 182.0
100 79 2943 182.0
100 80 2968 184.0
75 81 2969 184.0
75 82 2990 185.0
75 83 3004 187.0
150 84 3096 194.0
50 85 3105 194.0
100 86 3116 195.0
500 87 3124 195.0
75 88 3130 196.0
75 89 3161 198.0
50 90 3162 198.0
500 91 3183 199.0
150 92 3191 200.0
100 93 3241 203.0
500 94 3263 205.0
50 95 3274 206.0
150 96 3276 206.0
100 97 3284 207.0
150 98 3292 208.0
150 99 3295 208.0
50 100 3297 208.0
500 101 3300 208.0
100 102 3304 209.0
500 103 3313 210.0
500 104 3326 213.0
75 105 3335 214.0
50 106 3340 215.0
150 107 3348 216.0
150 108 3354 218.0
100 109 3355 218.0
500 110 3378 222.0
100 111 3383 223.0
50 112 3388 224.0
500 113 3394 225.0
100 114 3398 225.0
100 115 3400 226.0
150 116 3422 231.0
50 117 3432 235.0
500 118 3434 235.0
75 119 3440 236.0
500 120 3456 242.0
75 121 3457 242.0
75 122 3459 243.0
100 123 3460 243.0
500 124 3472 247.0
500 125 3473 247.0
150 126 3481 249.0
500 127 3482 249.0
150 128 3488 253.0
500 129 3490 255.0
100 130 3495 258.0
150 131 3499 259.0
500 132 3500 260.0
75 133 3513 265.0
150 134 3518 266.0
75 135 3527 270.0
50 136 3532 271.0
100 137 3533 271.0
50 138 3546 279.0
150 139 3554 280.0
500 140 3560 289.0
100 141 3572 308.0
500 142 3575 317.0
500 143 3578 323.0
500 144 3593 345.0
50 145 3595 347.0
75 146 3596 347.0
100 147 3608 387.0
100 148 3631 432.0
150 149 3651 724.0
