#data counter step time
75 1 472 11.0
75 2 474 11.0
50 3 475 11.0
500 4 483 11.0
75 5 510 12.0
500 6 513 12.0
100 7 514 12.0
150 8 521 12.0
100 9 539 13.0
50 10 570 13.0
75 11 600 14.0
150 12 602 14.0
100 13 607 14.0
100 14 609 14.0
100 15 622 14.0
50 16 649 15.0
100 17 654 15.0
75 18 659 15.0
50 19 668 15.0
50 20 695 16.0
100 21 701 16.0
100 22 704 16.0
100 23 716 16.0
75 24 728 17.0
150 25 757 17.0
150 26 758 17.0
150 27 761 17.0
100 28 762 17.0
50 29 797 18.0
500 30 804 18.0
150 31 849 19.0
150 32 852 19.0
50 33 855 19.0
75 34 879 20.0
100 35 883 20.0
100 36 902 20.0
75 37 913 21.0
150 38 916 21.0
