#data counter step time
100 1 1598 71.0
100 2 1616 72.0
150 3 1771 83.0
500 4 1792 84.0
100 5 1816 85.0
100 6 1817 85.0
50 7 1900 90.0
150 8 1934 92.0
150 9 1985 96.0
150 10 2029 100.0
75 11 2046 101.0
100 12 2066 103.0
100 13 2069 103.0
75 14 2100 105.0
150 15 2112 106.0
500 16 2158 110.0
50 17 2161 110.0
150 18 2162 110.0
75 19 2196 114.0
100 20 2243 117.0
500 21 2263 118.0
75 22 2270 118.0
100 23 2293 120.0
100 24 2298 120.0
75 25 2328 124.0
500 26 2361 127.0
500 27 2369 128.0
500 28 2375 128.0
100 29 2387 129.0
500 30 2413 130.0
100 31 2421 131.0
50 32 2425 131.0
150 33 2428 131.0
75 34 2439 132.0
50 35 2444 132.0
500 36 2457 133.0
150 37 2459 133.0
50 38 2461 133.0
150 39 2476 134.0
100 40 2489 135.0
150 41 2503 137.0
150 42 2507 137.0
75 43 2508 137.0
100 44 2533 140.0
100 45 2534 140.0
75 46 2543 141.0
75 47 2545 141.0
500 48 2552 142.0
100 49 2554 142.0
500 50 2560 143.0
150 51 2565 143.0
100 52 2571 143.0
150 53 2580 144.0
100 54 2590 145.0
100 55 2597 146.0
75 56 2613 147.0
100 57 2625 148.0
75 58 2627 148.0
100 59 2635 149.0
150 60 2642 150.0
50 61 2646 150.0
100 62 2653 150.0
50 63 2667 151.0
50 64 2669 152.0
100 65 2700 154.0
50 66 2701 154.0
75 67 2705 154.0
100 68 2725 158.0
75 69 2728 158.0
150 70 2730 158.0
50 71 2746 160.0
100 72 2763 162.0
50 73 2767 162.0
150 74 2773 163.0
75 75 2774 163.0
100 76 2788 165.0
50 77 2792 166.0
100 78 2797 166.0
150 79 2800 166.0
100 80 2806 167.0
150 81 2807 167.0
100 82 2824 168.0
50 83 2853 171.0
500 84 2862 173.0
100 85 2867 173.0
50 86 2871 173.0
75 87 2900 177.0
100 88 2906 178.0
50 89 2917 179.0
150 90 2919 179.0
150 91 2925 180.0
75 92 2937 181.0
75 93 2939 182.0
75 94 2946 183.0
150 95 2958 184.0
50 96 2985 187.0
75 97 2992 187.0
50 98 3011 189.0
500 99 3014 189.0
50 100 3051 191.0
75 101 3064 193.0
75 102 3077 194.0
75 103 3159 201.0
150 104 3174 202.0
500 105 3202 204.0
150 106 3240 207.0
100 107 3241 208.0
50 108 3246 209.0
50 109 3247 209.0
50 110 3249 209.0
75 111 3258 211.0
100 112 3266 212.0
100 113 3272 214.0
50 114 3284 216.0
100 115 3285 216.0
150 116 3293 219.0
500 117 3296 220.0
150 118 3297 221.0
75 119 3304 223.0
75 120 3305 223.0
150 121 3319 227.0
100 122 3325 231.0
100 123 3326 231.0
100 124 3329 231.0
100 125 3336 233.0
100 126 3342 235.0
50 127 3344 235.0
100 128 3350 236.0
500 129 3352 237.0
75 130 3360 239.0
100 131 3366 240.0
100 132 3374 243.0
500 133 3381 246.0
150 134 3383 247.0
50 135 3384 248.0
100 136 3394 252.0
100 137 3397 254.0
100 138 3408 264.0
100 139 3412 266.0
150 140 3419 269.0
500 141 3423 270.0
500 142 3432 275.0
75 143 3434 276.0
50 144 3439 277.0
100 145 3445 283.0
100 146 3448 287.0
100 147 3469 320.0
100 148 3471 320.0
500 149 3474 324.0
150 150 3487 340.0
150 151 3493 354.0
100 152 3496 373.0
150 153 3498 374.0
100 154 3515 671.0
