#data counter
179.166667 1
85.714286 2
153.571429 3
201.923077 4
250.000000 5
106.250000 6
235.416667 7
156.250000 8
150.000000 9
257.352941 10
85.416667 11
138.636364 12
184.615385 13
119.642857 14
141.666667 15
137.500000 16
96.428571 17
180.555556 18
127.083333 19
163.636364 20
163.636364 21
144.444444 22
203.125000 23
130.000000 24
383.333333 25
82.142857 26
145.588235 27
166.071429 28
188.461538 29
100.000000 30
