#data counter
23731.060606 1
1030.219780 2
25089.285714 3
29839.743590 4
52187.500000 5
312.500000 6
38915.719697 7
26036.931818 8
22596.153846 9
44278.492647 10
1415.719697 11
16170.454545 12
32972.756410 13
13094.093407 14
19218.750000 15
14488.636364 16
922.619048 17
33715.277778 18
14824.810606 19
28795.454545 20
28420.454545 21
18871.527778 22
34720.982143 23
17333.333333 24
40833.333333 25
425.824176 26
19002.757353 27
21308.379121 28
32876.602564 29
1666.666667 30
