#data counter step time
100 1 3090 194.0
50 2 3610 336.0
500 3 3611 336.0
150 4 3612 336.0
150 5 3613 336.0
100 6 3614 336.0
100 7 3660 475.0
50 8 3662 475.0
150 9 3663 475.0
75 10 3664 475.0
75 11 3665 475.0
500 12 3666 475.0
50 13 3687 725.0
75 14 3688 725.0
100 15 3689 725.0
150 16 3690 725.0
100 17 3691 725.0
