#data counter step time
50 1 1822 85.0
50 2 1923 92.0
500 3 1977 96.0
50 4 1984 97.0
500 5 2034 100.0
75 6 2098 105.0
500 7 2121 106.0
100 8 2145 108.0
100 9 2175 111.0
50 10 2183 111.0
75 11 2191 112.0
100 12 2202 113.0
50 13 2231 116.0
50 14 2242 117.0
50 15 2281 119.0
150 16 2298 121.0
50 17 2362 125.0
75 18 2385 126.0
75 19 2397 126.0
100 20 2427 130.0
500 21 2434 130.0
150 22 2446 131.0
500 23 2449 131.0
50 24 2459 132.0
100 25 2479 134.0
75 26 2488 135.0
150 27 2509 137.0
150 28 2524 138.0
50 29 2547 139.0
50 30 2550 140.0
150 31 2551 140.0
50 32 2574 141.0
75 33 2575 141.0
100 34 2606 143.0
50 35 2609 143.0
150 36 2623 144.0
50 37 2646 145.0
50 38 2667 147.0
100 39 2668 147.0
100 40 2679 148.0
100 41 2692 149.0
500 42 2704 150.0
500 43 2708 150.0
150 44 2716 150.0
500 45 2726 151.0
100 46 2752 153.0
100 47 2758 153.0
150 48 2767 154.0
500 49 2786 156.0
100 50 2828 158.0
50 51 2835 159.0
100 52 2839 159.0
150 53 2857 162.0
500 54 2862 163.0
150 55 2881 165.0
500 56 2899 167.0
500 57 2902 167.0
150 58 2903 167.0
150 59 2914 168.0
100 60 2922 169.0
500 61 2939 171.0
75 62 2945 172.0
100 63 2946 172.0
75 64 2957 174.0
50 65 2958 174.0
500 66 2969 175.0
500 67 2971 176.0
100 68 2978 177.0
100 69 2988 178.0
75 70 2992 178.0
100 71 2999 179.0
100 72 3001 179.0
50 73 3008 179.0
100 74 3023 182.0
50 75 3028 183.0
50 76 3034 183.0
100 77 3042 184.0
50 78 3082 188.0
75 79 3084 188.0
500 80 3094 189.0
50 81 3098 189.0
500 82 3110 190.0
500 83 3111 190.0
75 84 3137 192.0
500 85 3147 192.0
100 86 3182 195.0
75 87 3189 195.0
500 88 3197 195.0
100 89 3200 196.0
75 90 3204 196.0
100 91 3255 200.0
500 92 3285 202.0
500 93 3290 202.0
75 94 3293 202.0
100 95 3295 202.0
50 96 3305 203.0
100 97 3309 203.0
500 98 3332 204.0
100 99 3388 208.0
150 100 3396 209.0
500 101 3398 210.0
500 102 3402 210.0
50 103 3409 211.0
50 104 3413 212.0
75 105 3415 212.0
75 106 3440 215.0
100 107 3443 215.0
75 108 3448 216.0
500 109 3466 220.0
100 110 3479 224.0
75 111 3483 224.0
75 112 3489 226.0
100 113 3514 232.0
50 114 3527 235.0
150 115 3537 238.0
75 116 3541 239.0
150 117 3560 243.0
100 118 3582 250.0
100 119 3588 251.0
100 120 3596 252.0
500 121 3601 254.0
100 122 3606 255.0
500 123 3626 259.0
100 124 3631 260.0
100 125 3650 267.0
150 126 3651 269.0
150 127 3657 273.0
50 128 3665 277.0
50 129 3668 277.0
100 130 3688 284.0
75 131 3690 285.0
75 132 3694 286.0
150 133 3705 293.0
50 134 3709 295.0
150 135 3712 297.0
50 136 3716 298.0
100 137 3738 308.0
100 138 3739 309.0
50 139 3758 318.0
100 140 3766 321.0
75 141 3775 329.0
100 142 3781 339.0
100 143 3784 342.0
50 144 3788 348.0
75 145 3793 350.0
75 146 3805 358.0
100 147 3811 361.0
50 148 3816 365.0
100 149 3823 374.0
50 150 3826 376.0
500 151 3828 376.0
150 152 3834 396.0
500 153 3837 419.0
75 154 3840 432.0
